Time,Voltage,Current,Power,Apparent Power,PF
2024/12/31 0:00:00,247.4,2.88,533,712.512,0.748
2024/12/31 1:00:00,251.7,2.81,529,707.277,0.748
2024/12/31 2:00:00,251.4,2.84,530,713.976,0.742
2024/12/31 3:00:00,253.4,2.82,532,714.588,0.744
2024/12/31 4:00:00,254.2,2.9,547,737.18,0.742
2024/12/31 5:00:00,249.1,3.63,709,904.233,0.784
2024/12/31 6:00:00,239,3.2,572,764.8,0.748
2024/12/31 7:00:00,222.7,3.05,497,679.235,0.732
2024/12/31 8:00:00,201.5,4.5,748,906.75,0.825
2024/12/31 9:00:00,208.3,3.03,487,631.149,0.772
2024/12/31 10:00:00,200.8,5.93,"1,031","1,190.744",0.866
2024/12/31 11:00:00,201.7,3.88,649,782.596,0.829
2024/12/31 12:00:00,227.4,4.49,901,"1,021.026",0.882
2024/12/31 13:00:00,224.5,6.48,"1,357","1,454.76",0.933
2024/12/31 14:00:00,231.7,3.73,714,864.241,0.826
2024/12/31 15:00:00,222.1,3.27,613,726.267,0.844
2024/12/31 16:00:00,218.1,2.9,518,632.49,0.819
2024/12/31 17:00:00,209.4,2.27,362,475.338,0.762
2024/12/31 18:00:00,209.6,3.41,595,714.736,0.832
2024/12/31 19:00:00,216.2,2.76,475,596.712,0.796
2024/12/31 20:00:00,226.4,2.8,519,633.92,0.819
2024/12/31 21:00:00,232.4,3.21,612,746.004,0.82
2024/12/31 22:00:00,241.9,3.12,620,754.728,0.821
2024/12/31 23:00:00,243,1.99,368,483.57,0.761
2025/1/1 0:00:00,249,1.96,372,488.04,0.762
2025/1/1 1:00:00,247.4,2.04,378,504.696,0.749
2025/1/1 2:00:00,248.6,2.02,377,502.172,0.751
2025/1/1 3:00:00,249.5,1.97,375,491.515,0.763
2025/1/1 4:00:00,250.5,1.99,375,498.495,0.752
2025/1/1 5:00:00,247.8,2.97,596,735.966,0.81
2025/1/1 6:00:00,241.8,2.27,426,548.886,0.776
2025/1/1 7:00:00,227.8,2.02,354,460.156,0.769
2025/1/1 8:00:00,206,3.11,456,640.66,0.712
2025/1/1 9:00:00,217.6,2.82,465,613.632,0.758
2025/1/1 11:00:00,206.9,7.78,"1,429","1,609.682",0.888
2025/1/1 12:00:00,211,7.31,"1,349","1,542.41",0.875
2025/1/1 14:00:00,224.5,3.51,633,787.995,0.803
2025/1/1 15:00:00,220.8,4.38,824,967.104,0.852
2025/1/1 16:00:00,221.6,3.72,668,824.352,0.81
2025/1/1 17:00:00,219.5,2.43,409,533.385,0.767
2025/1/1 18:00:00,220.5,2.63,444,579.915,0.766
2025/1/1 19:00:00,223.9,2.47,415,553.033,0.75
2025/1/1 20:00:00,230.4,2.42,423,557.568,0.759
2025/1/1 21:00:00,233.5,2.37,426,553.395,0.77
2025/1/1 22:00:00,234.7,2.36,427,553.892,0.771
2025/1/1 23:00:00,241.2,2.33,442,561.996,0.786
2025/1/2 0:00:00,246.1,2.31,449,568.491,0.79
2025/1/2 1:00:00,247.8,2.31,448,572.418,0.783
2025/1/2 2:00:00,250.6,2.35,454,588.91,0.771
2025/1/2 3:00:00,252.1,2.34,454,589.914,0.77
2025/1/2 4:00:00,252.6,2.24,438,565.824,0.774
2025/1/2 5:00:00,250.6,2.26,446,566.356,0.787
2025/1/2 6:00:00,244.8,2.28,432,558.144,0.774
2025/1/2 7:00:00,233.8,2.2,394,514.36,0.766
2025/1/2 8:00:00,213.9,4,647,855.6,0.756
2025/1/2 9:00:00,227.5,3.42,611,778.05,0.785
2025/1/2 11:00:00,219,5.28,"1,022","1,156.32",0.884
2025/1/2 12:00:00,231.7,5.36,"1,098","1,241.912",0.884
2025/1/2 16:00:00,232.2,2.1,389,487.62,0.798
2025/1/2 17:00:00,223,2.15,375,479.45,0.782
2025/1/2 18:00:00,212.1,2.29,364,485.709,0.749
2025/1/2 19:00:00,218.1,2.41,390,525.621,0.742
2025/1/2 20:00:00,222.5,2.23,379,496.175,0.764
2025/1/2 21:00:00,233.6,2.15,388,502.24,0.773
2025/1/2 22:00:00,247.1,2.11,409,521.381,0.784
