Time,Voltage,Current,Power,Apparent Power,PF
2025/7/6 13:00:00,218.6,8.29,903,"1,812.194",0.498
2025/7/6 14:00:00,225.4,5.33,542,"1,201.382",0.451
2025/7/6 15:00:00,222.3,4.09,343,909.207,0.377
2025/7/6 16:00:00,220.4,2.51,228,553.204,0.412
2025/7/6 17:00:00,225.8,1.71,95,386.118,0.246
2025/7/6 18:00:00,229.7,1.78,103,408.866,0.252
2025/7/6 19:00:00,222.4,1.35,98,300.24,0.326
2025/7/6 20:00:00,223.1,1.23,83,274.413,0.302
2025/7/6 21:00:00,234.7,1.25,63,293.375,0.215
2025/7/6 22:00:00,238.3,1.25,60,297.875,0.201
2025/7/6 23:00:00,241.7,1.26,52,304.542,0.171
2025/7/7 0:00:00,243.5,1.27,47,309.245,0.152
2025/7/7 1:00:00,244,1.29,42,314.76,0.133
2025/7/7 2:00:00,243.4,1.3,42,316.42,0.133
2025/7/7 3:00:00,244.9,1.31,41,320.819,0.128
2025/7/7 4:00:00,245,1.32,38,323.4,0.118
2025/7/7 5:00:00,246.7,1.32,40,325.644,0.123
2025/7/7 6:00:00,239.1,2.08,117,497.328,0.235
2025/7/7 7:00:00,235.1,2.27,127,533.677,0.238
2025/7/7 8:00:00,226.1,1.57,141,354.977,0.397
2025/7/7 9:00:00,218.5,7.34,710,"1,603.79",0.443
2025/7/7 10:00:00,216.4,7.31,652,"1,581.884",0.412
2025/7/7 11:00:00,217.1,3.6,253,781.56,0.324
2025/7/7 12:00:00,213.7,3.12,254,666.744,0.381
2025/7/7 13:00:00,222.1,3.71,333,823.991,0.404
2025/7/7 14:00:00,220,4.4,377,968,0.389
2025/7/7 15:00:00,219.9,9.28,858,"2,040.672",0.42
2025/7/7 16:00:00,221.4,5.18,538,"1,146.852",0.469
2025/7/7 17:00:00,220.4,2.47,230,544.388,0.422
2025/7/7 18:00:00,224,2.5,220,560,0.393
2025/7/7 19:00:00,224.5,2.14,216,480.43,0.45
2025/7/7 20:00:00,219.7,1.9,163,417.43,0.39
2025/7/7 21:00:00,221.8,1.77,157,392.586,0.4
2025/7/7 22:00:00,231.5,1.79,216,414.385,0.521
2025/7/7 23:00:00,238,1.76,206,418.88,0.492
2025/7/8 0:00:00,240.8,2.05,245,493.64,0.496
2025/7/8 1:00:00,242.7,1.97,153,478.119,0.32
2025/7/8 2:00:00,244.1,1.86,131,454.026,0.289
2025/7/8 3:00:00,244.3,1.86,132,454.398,0.29
2025/7/8 4:00:00,242.2,1.89,132,457.758,0.288
2025/7/8 5:00:00,243.5,1.87,131,455.345,0.288
2025/7/8 6:00:00,237.5,2.65,201,629.375,0.319
2025/7/8 7:00:00,230,1.81,161,416.3,0.387
2025/7/8 8:00:00,214.5,1.9,176,407.55,0.432
2025/7/8 9:00:00,225.1,6.48,509,"1,458.648",0.349
2025/7/8 10:00:00,218.7,4.45,325,973.215,0.334
2025/7/8 11:00:00,218,6.38,598,"1,390.84",0.43
2025/7/8 12:00:00,224.6,10.07,881,"2,261.722",0.39
2025/7/8 13:00:00,218,5.13,478,"1,118.34",0.427
2025/7/8 14:00:00,225.3,5.32,514,"1,198.596",0.429
2025/7/8 15:00:00,225.2,6.13,591,"1,380.476",0.428
2025/7/8 16:00:00,222.3,3.59,321,798.057,0.402
2025/7/8 17:00:00,226.5,3.03,353,686.295,0.514
2025/7/8 18:00:00,229.1,2.91,320,666.681,0.48
2025/7/8 19:00:00,223.9,1.81,165,405.259,0.407
2025/7/8 20:00:00,221.7,1.39,130,308.163,0.422
2025/7/8 21:00:00,231.3,1.47,139,340.011,0.409
2025/7/8 22:00:00,238.4,1.47,136,350.448,0.388
2025/7/8 23:00:00,244.4,1.47,134,359.268,0.373
2025/7/9 0:00:00,243.1,1.42,122,345.202,0.353
2025/7/9 1:00:00,244.8,1.43,112,350.064,0.32
2025/7/9 2:00:00,249.2,1.51,119,376.292,0.316
2025/7/9 3:00:00,248.6,1.46,99,362.956,0.273
2025/7/9 4:00:00,247.5,1.42,105,351.45,0.299
2025/7/9 5:00:00,247.7,1.47,107,364.119,0.294
2025/7/9 6:00:00,245.1,1.7,159,416.67,0.382
2025/7/9 7:00:00,238.9,1.54,148,367.906,0.402
2025/7/9 8:00:00,234.6,1.68,163,394.128,0.414
2025/7/9 9:00:00,237.9,5.44,515,"1,294.176",0.398
2025/7/9 10:00:00,227.9,5.89,570,"1,342.331",0.425
2025/7/9 11:00:00,228.5,3.96,301,904.86,0.333
2025/7/9 12:00:00,225.8,3.96,247,894.168,0.276
2025/7/9 13:00:00,227,3.59,153,814.93,0.188
2025/7/9 14:00:00,228.8,5.49,498,"1,256.112",0.396
2025/7/9 15:00:00,228.7,3.31,274,756.997,0.362
2025/7/9 16:00:00,228.7,2.37,238,542.019,0.439
2025/7/9 17:00:00,228.1,1.49,118,339.869,0.347
2025/7/9 18:00:00,228.4,1.47,127,335.748,0.378
2025/7/9 19:00:00,226.2,1.62,134,366.444,0.366
2025/7/9 20:00:00,222.3,1.47,112,326.781,0.343
2025/7/9 21:00:00,226.1,1.5,100,339.15,0.295
2025/7/9 22:00:00,234.8,1.49,89,349.852,0.254
2025/7/9 23:00:00,236.7,1.5,93,355.05,0.262
2025/7/10 0:00:00,238.5,1.6,116,381.6,0.304
2025/7/10 1:00:00,237.8,1.48,95,351.944,0.27
2025/7/10 2:00:00,238.7,1.49,92,355.663,0.259
2025/7/10 3:00:00,238.9,1.5,90,358.35,0.251
2025/7/10 4:00:00,240.2,1.51,87,362.702,0.24
2025/7/10 5:00:00,239.3,1.51,90,361.343,0.249
2025/7/10 6:00:00,231.5,2.26,179,523.19,0.342
2025/7/10 7:00:00,227.1,1.42,125,322.482,0.388
2025/7/10 8:00:00,228.3,1.66,144,378.978,0.38
2025/7/10 9:00:00,226.6,5.7,560,"1,291.62",0.434
2025/7/10 10:00:00,222.9,7.77,773,"1,731.933",0.446
2025/7/10 11:00:00,221.6,2.7,225,598.32,0.376
2025/7/10 12:00:00,222.8,2.3,195,512.44,0.381
2025/7/10 13:00:00,228.8,5.79,563,"1,324.752",0.425
2025/7/10 14:00:00,226.7,3.73,382,845.591,0.452
2025/7/10 15:00:00,224.9,3.99,338,897.351,0.377
2025/7/10 16:00:00,225.6,2.38,225,536.928,0.419
2025/7/10 17:00:00,227.9,2.08,161,474.032,0.34
2025/7/10 18:00:00,228.9,2.08,167,476.112,0.351
2025/7/10 19:00:00,226.8,1.57,143,356.076,0.402
2025/7/10 20:00:00,228.2,1.53,129,349.146,0.369
2025/7/10 21:00:00,234.6,1.36,81,319.056,0.254
2025/7/10 22:00:00,238.1,1.38,78,328.578,0.237
2025/7/10 23:00:00,240.6,1.38,78,332.028,0.235
2025/7/11 0:00:00,241.3,1.39,77,335.407,0.23
2025/7/11 1:00:00,244.2,1.4,72,341.88,0.211
2025/7/11 2:00:00,244.6,1.4,70,342.44,0.204
2025/7/11 3:00:00,245.7,1.42,61,348.894,0.175
2025/7/11 4:00:00,245.8,1.43,67,351.494,0.191
2025/7/11 5:00:00,247.9,1.43,64,354.497,0.181
2025/7/11 6:00:00,241,2.09,106,503.69,0.21
2025/7/11 7:00:00,237.8,1.53,114,363.834,0.313
2025/7/11 8:00:00,227.7,3.93,371,894.861,0.415
2025/7/11 9:00:00,224.4,4.94,432,"1,108.536",0.39
